id,image_slot,author,poem_title,category,mood,stanza,source,license
S101,image_101,H. W. Longfellow,II,Love & Separation,Romantic,"""Who knows? perhaps I am forsaken!
Ah! woe is me! then bear me to my grave!
O God! what thoughts within me waken!
Away! he will return!  I do but rave!
He will return!  I need not fear!
He swore it by our Saviour dear;
He could not come at his own will;
Is weary, or perhaps is ill!
Perhaps his heart, in this disguise,
Prepares for me some sweet surprise!
But some one comes!  Though blind, my heart can see!
And that deceives me not! 't is he! 't is he!""",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S102,image_102,H. W. Longfellow,SCENE X. -- Street and garden wall.  Night.  Enter CRUZADO and,Dream & Night,Romantic,"Thine eyes are stars of morning,
Thy lips are crimson flowers!
Good night!  Good night beloved,
While I count the weary hours.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S103,image_103,H. W. Longfellow,THE CASTLE OF VAUTSBERG ON THE RHINE,Dream & Night,Romantic,"ELSIE.
Ah, not so soon.
See yonder fire!  It is the moon
Slow rising o'er the eastern hill.
It glimmers on the forest tips
And through the dewy foliage drips
In little rivulets of light,
And makes the heart in love with night.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S104,image_104,Samuel Taylor Coleridge,Hast thou a charm to stay the morning-star,Love & Separation,Romantic,"Awake, my soul! not only passive praise
Thou owest! not alone these swelling tears,                         25
Mute thanks and secret ecstasy! Awake,
Voice of sweet song! Awake, my heart, awake!
Green vales and icy cliffs, all join my Hymn.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S105,image_105,Samuel Taylor Coleridge,"If thou wert here, these tears were tears of light!",Love & Devotion,Romantic,"But from as sweet a vision did I start
As ever made these eyes grow idly bright!
And though I weep, yet still around my heart
A sweet and playful tenderness doth linger,                          5
Touching my heart as with an infant's finger.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S106,image_106,Samuel Taylor Coleridge,PART III[276:1],Love & Devotion,Romantic,"And in the moment of his prayers
He loved them both alike:
Yea, both sweet names with one sweet joy                           375
Upon his heart did strike!",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S107,image_107,Samuel Taylor Coleridge,"SCENE I. A cultivated Plain, skirted on the Left by a Wood. The",Dream & Night,Romantic,"_Earl Henry._           O I were most base
Not loving Oropeza. True, I woo'd her
Hoping to heal a deeper wound: but she
Met my advances with an empassion'd Pride
That kindled Love with Love. And when her Sire                     270
Who in his dream of Hope already grasp'd
The golden circlet in his hand, rejected
My suit, with Insult, and in memory
Of ancient Feuds, pour'd Curses on my head,
Her Blessings overtook and baffled them.                           275
But thou art stern, and with unkindling Countenance
Art inly reasoning whilst thou listenest to me.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S108,image_108,Samuel Taylor Coleridge,SCENE II,Dream & Night,Romantic,"_Teresa._                 For mercy's sake
Press me no more! I have no power to love him.                      80
His proud forbidding eye, and his dark brow,
Chill me like dew-damps of the unwholesome night:
My love, a timorous and tender flower,
Closes beneath his touch.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S109,image_109,Samuel Taylor Coleridge,Sandoval. You loved the daughter of Don Manrique?,Dream & Night,Romantic,"_Earl H._               Oh! I were most base,
Not loving Oropeza. True, I wooed her,                               5
Hoping to heal a deeper wound; but she
Met my advances with impassioned pride,
That kindled love with love. And when her sire,
Who in his dream of hope already grasped
The golden circlet in his hand, rejected                            10
My suit with insult, and in memory
Of ancient feuds poured curses on my head,
Her blessings overtook and baffled them!
But thou art stern, and with unkindly countenance
Art inly reasoning whilst thou listenest to me.                     15",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S110,image_110,Samuel Taylor Coleridge,"To know, to esteem, to love,--and then to part--",Dream & Night,Romantic,"Sweet Sisters! were you placed around one hearth                    45
With those, your other selves in shape and worth,
Far rather would I sit in solitude,
Fond recollections all my fond heart's food,
And dream of _you_, sweet Sisters! (ah! not mine!)
And only _dream_ of you (ah! dream and pine!)                       50
Than boast the presence and partake the pride,
And shine in the eye, of all the world beside.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S111,image_111,Sara Teasdale,,Dream & Night,Romantic,"For though I know he loves me,
To-night my heart is sad;
His kiss was not so wonderful
As all the dreams I had.",https://www.gutenberg.org/ebooks/442,Public domain / CC0 dataset
S112,image_112,Sara Teasdale,,Love & Devotion,Romantic,"He has come, he is here,
My love has come home,
The minutes are lighter
Than flying foam,
The hours are like dancers
On gold-slippered feet,
The days are young runners
Naked and fleet--
For my love has returned,
He is home, he is here,
In the whole world no other
Is dear as my dear!",https://www.gutenberg.org/ebooks/591,Public domain / CC0 dataset
S113,image_113,Sara Teasdale,This is the spot where I will lie,Love & Separation,Romantic,"""O Soul,"" I said, ""have you no tears?
Was not the body dear to you?""
I heard my soul say carelessly,
""The myrtle flowers will grow more blue.""",https://www.gutenberg.org/ebooks/442,Public domain / CC0 dataset
S114,image_114,W. B. Yeats,"I whispered, ""I am too young,""",Love & Separation,Romantic,"Oh love is the crooked thing,
There is nobody wise enough
To find out all that is in it,
For he would be thinking of love
Till the stars had run away,
And the shadows eaten the moon;
Ah, penny, brown penny, brown penny,
One cannot begin it too soon.",https://www.gutenberg.org/ebooks/30488,Public domain / CC0 dataset
S115,image_115,W. B. Yeats,"I whispered, 'I am too young,'",Love & Separation,Romantic,"Oh, love is the crooked thing,
There is nobody wise enough
To find out all that is in it,
For he would be thinking of love
Till the stars had run away,
And the shadows eaten the moon.
Ah, penny, brown penny, brown penny,
One cannot begin it too soon.",https://www.gutenberg.org/ebooks/36865,Public domain / CC0 dataset
S116,image_116,W. B. Yeats,We sat together at one summer's end,Dream & Night,Romantic,"I had a thought for no one's but your ears;
That you were beautiful and that I strove
To love you in the old high way of love;
That it had all seemed happy, and yet we'd grown
As weary hearted as that hollow moon.",https://www.gutenberg.org/ebooks/30652,Public domain / CC0 dataset
S117,image_117,Walt Whitman,45,Love & Devotion,Romantic,"Sit a while dear son,
Here are biscuits to eat and here is milk to drink,
But as soon as you sleep and renew yourself in sweet clothes, I kiss you
with a good-by kiss and open the gate for your egress hence.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
S118,image_118,Walt Whitman,Ashes of Soldiers,Love & Devotion,Romantic,"Perfume therefore my chant, O love, immortal love,
Give me to bathe the memories of all dead soldiers,
Shroud them, embalm them, cover them all over with tender pride.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
S119,image_119,Walt Whitman,Come Up from the Fields Father,Love & Separation,Romantic,"But the mother needs to be better,
She with thin form presently drest in black,
By day her meals untouch’d, then at night fitfully sleeping, often waking,
In the midnight waking, weeping, longing with one deep longing,
O that she might withdraw unnoticed, silent from life escape and withdraw,
To follow, to seek, to be with her dear dead son.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
S120,image_120,Walt Whitman,Dirge for Two Veterans,Dream & Night,Romantic,"Lo, the moon ascending,
Up from the east the silvery round moon,
Beautiful over the house-tops, ghastly, phantom moon,
Immense and silent moon.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
S121,image_121,Walt Whitman,I Heard You Solemn-Sweet Pipes of the Organ,Dream & Night,Romantic,"I heard you solemn-sweet pipes of the organ as last Sunday morn I
pass’d the church,
Winds of autumn, as I walk’d the woods at dusk I heard your long-
stretch’d sighs up above so mournful,
I heard the perfect Italian tenor singing at the opera, I heard the
soprano in the midst of the quartet singing;
Heart of my love! you too I heard murmuring low through one of the
wrists around my head,
Heard the pulse of you when all was still ringing little bells last
night under my ear.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
S122,image_122,Walt Whitman,Old Ireland,Love & Separation,Romantic,"Far hence amid an isle of wondrous beauty,
Crouching over a grave an ancient sorrowful mother,
Once a queen, now lean and tatter’d seated on the ground,
Her old white hair drooping dishevel’d round her shoulders,
At her feet fallen an unused royal harp,
Long silent, she too long silent, mourning her shrouded hope and heir,
Of all the earth her heart most full of sorrow because most full of love.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
S123,image_123,Walt Whitman,Old War-Dreams,Dream & Night,Romantic,"Of scenes of Nature, fields and mountains,
Of skies so beauteous after a storm, and at night the moon so
unearthly bright,
Shining sweetly, shining down, where we dig the trenches and
gather the heaps,
I dream, I dream, I dream.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
S124,image_124,Walt Whitman,Out of the Cradle Endlessly Rocking,Dream & Night,Romantic,"Low hangs the moon, it rose late,
It is lagging--O I think it is heavy with love, with love.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
S125,image_125,Walt Whitman,So Long!,Love & Separation,Romantic,"Dear friend whoever you are take this kiss,
I give it especially to you, do not forget me,
I feel like one who has done work for the day to retire awhile,
I receive now again of my many translations, from my avataras
ascending, while others doubtless await me,
An unknown sphere more real than I dream’d, more direct, darts
awakening rays about me, So long!
Remember my words, I may again return,
I love you, I depart from materials,
I am as one disembodied, triumphant, dead.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
S126,image_126,Walt Whitman,When Lilacs Last in the Dooryard Bloom’d,Dream & Night,Romantic,"2
O powerful western fallen star!
O shades of night--O moody, tearful night!
O great star disappear’d--O the black murk that hides the star!
O cruel hands that hold me powerless--O helpless soul of me!
O harsh surrounding cloud that will not free my soul.",https://www.gutenberg.org/ebooks/1322,Public domain / CC0 dataset
S127,image_127,Alfred Tennyson,,Love & Separation,Romantic,"10.
There has fallen a splendid tear
From the passion-flower at the gate.
She is coming, my dove, my dear;
She is coming, my life, my fate;
The red rose cries, *She is near, she is near;'
And the white rose weeps, 'She is late;'
The larkspur listens, 'I hear, I hear;'
And the lily whispers, 'I wait.'",https://www.gutenberg.org/ebooks/56913,Public domain / CC0 dataset
S128,image_128,Alfred Tennyson,,Love & Devotion,Romantic,"7.
For years, a measureless ill,
For years, for ever, to part--
But she, she would love me still;
And as long, God, as she
Have a grain of love for me,
So long, no doubt, no doubt,
Shall I nurse in my dark heart,
However weary, a spark of will
Not to be trampled out.",https://www.gutenberg.org/ebooks/56913,Public domain / CC0 dataset
S129,image_129,Alfred Tennyson,,Love & Devotion,Romantic,"13.
But the broad light glares and beats,
And the shadow flits and fleets
And will not let me be;
And I loathe the squares and streets,
And the faces that one meets,
Hearts with no love for me:
Always I long to creep
Into some still cavern deep,
There to weep, and weep, and weep
My whole soul out to thee.",https://www.gutenberg.org/ebooks/56913,Public domain / CC0 dataset
S130,image_130,Christina Rossetti,"""O Lord, how canst Thou say Thou lovest me?",Love & Devotion,Romantic,"""Lord, I am fain to think Thou lovest me,
For Thou art all in all and I am Thine;
And lo! Thy love is better than new wine,
And I am sick of love in loving Thee.
But dost Thou love me? speak and save,
For jealousy is cruel as the grave.""",https://www.gutenberg.org/ebooks/19188,Public domain / CC0 dataset
S131,image_131,Christina Rossetti,Awake or sleeping (for I know not which),Dream & Night,Romantic,"Shuddering in the misery of its doom:
My heart then rose a rebel against light,
Scouring all earth and heaven and depth and height,
Ingathering wrath and gloom,
Ingathering wrath to wrath and night to night.",https://www.gutenberg.org/ebooks/19188,Public domain / CC0 dataset
S132,image_132,Christina Rossetti,"I did not chide him, though I knew",Love & Devotion,Romantic,"Why strive for love when love is o'er?
Why bind a restive heart?--
He never knew the pain I bore
In saying: 'We must part;                                        10
Let us be friends and nothing more.'
--Oh, woman's shallow art!",https://www.gutenberg.org/ebooks/16950,Public domain / CC0 dataset
S133,image_133,Christina Rossetti,I was a cottage maiden,Love & Devotion,Romantic,"O cousin Kate, my love was true,
Your love was writ in sand:
If he had fooled not me but you,
If you stood where I stand,
He'd not have won me with his love
Nor bought me with his land;
I would have spit into his face
And not have taken his hand.                                     40",https://www.gutenberg.org/ebooks/16950,Public domain / CC0 dataset
S134,image_134,Christina Rossetti,Is this the Face that thrills with awe,Love & Devotion,Romantic,"Seraphs who veil their face above?
Is this the Face without a flaw,
The Face that is the Face of Love?
Yea, this defaced, a lifeless clod,
Hath all creation's love sufficed,
Hath satisfied the love of God,
This Face the Face of Jesus Christ.",https://www.gutenberg.org/ebooks/19188,Public domain / CC0 dataset
S135,image_135,Christina Rossetti,er at the gate,Love & Devotion,Romantic,"She cried 'Laura,' up the garden,
'Did you miss me?
Come and kiss me.
Never mind my bruises,
Hug me, kiss me, suck my juices
Squeezed from goblin fruits for you,
Goblin pulp and goblin dew.                                       470
Eat me, drink me, love me;
Laura, make much of me:
For your sake I have braved the glen
And had to do with goblin merchant men.'",https://www.gutenberg.org/ebooks/16950,Public domain / CC0 dataset
S136,image_136,Edgar Allan Poe,,Love & Devotion,Romantic,"Here once, through an alley Titanic,
Of cypress, I roamed with my Soul—
Of cypress, with Psyche, my Soul.
These were days when my heart was volcanic
As the scoriac rivers that roll—
As the lavas that restlessly roll
Their sulphurous currents down Yaanek
In the ultimate climes of the pole—
That groan as they roll down Mount Yaanek
In the realms of the boreal pole.",https://www.gutenberg.org/ebooks/76996,Public domain / CC0 dataset
S137,image_137,Edgar Allan Poe,,Beauty & Nature,Romantic,"Thou wast that all to me, love,
For which my soul did pine—
A green isle in the sea, love,
A fountain and a shrine,
All wreathed with fairy fruits and flowers,
And all the flowers were mine.",https://www.gutenberg.org/ebooks/76996,Public domain / CC0 dataset
S138,image_138,Edgar Allan Poe,"Fair river! in thy bright, clear flow",Beauty & Nature,Romantic,"But when within thy wave she looks—
Which glistens then, and trembles—
Why, then, the prettiest of brooks
Her worshipper resembles;
For in his heart, as in thy stream,
Her image deeply lies—
His heart which trembles at the beam
Of her soul-searching eyes.",https://www.gutenberg.org/ebooks/76996,Public domain / CC0 dataset
S139,image_139,Edgar Allan Poe,II,Dream & Night,Romantic,"“No lingering winters there, nor snow, nor shower—
But Ocean ever to refresh mankind
Breathes the shrill spirit of the western wind.”
Oh, beautiful!—most beautiful!—how like
To what my fevered soul doth dream of Heaven!
O happy land! (_pauses_) She died!—the maiden died!
O still more happy maiden who couldst die!
Jacinta!",https://www.gutenberg.org/ebooks/76996,Public domain / CC0 dataset
S140,image_140,Edgar Allan Poe,III,Love & Separation,Romantic,"_Voice_ (_very faintly_). “And is thy heart so strong
As for to leave me thus,
That have loved thee so long,
In wealth and woe among?
And is thy heart so strong
As for to leave me thus?
Say nay! say nay!”",https://www.gutenberg.org/ebooks/76996,Public domain / CC0 dataset
S141,image_141,Edgar Allan Poe,Kind solace in a dying hour!,Love & Separation,Romantic,"O, she was worthy of all love!
Love as in infancy was mine—
’Twas such as angel minds above
Might envy; her young heart the shrine
On which my every hope and thought
Were incense—then a goodly gift,
For they were childish and upright—
Pure as her young example taught:
Why did I leave it, and, adrift,
Trust to the fire within, for light?",https://www.gutenberg.org/ebooks/76996,Public domain / CC0 dataset
S142,image_142,Emily Dickinson,,Love & Devotion,Romantic,"That I did always love,
I bring thee proof:
That till I loved
I did not love enough.",https://www.gutenberg.org/ebooks/2678,Public domain / CC0 dataset
S143,image_143,Gerard Manley Hopkins,PART THE FIRST,Love & Devotion,Romantic,"3
The frown of his face
Before me, the hurtle of hell
Behind, where, where was a, where was a place?
I whirled out wings that spell
And fled with a fling of the heart to the heart of the Host.
My heart, but you were dovewinged, I can tell,
Carrier-witted, I am bold to boast,
To flash from the flame to the flame then, tower from the grace
to the grace.",https://www.gutenberg.org/ebooks/22403,Public domain / CC0 dataset
S144,image_144,H. W. Longfellow,APRIL,Beauty & Nature,Romantic,"I open wide the portals of the Spring
To welcome the procession of the flowers,
With their gay banners, and the birds that sing
Their song of songs from their aerial towers.
I soften with my sunshine and my showers
The heart of earth; with thoughts of love I glide
Into the hearts of men; and with the Hours
Upon the Bull with wreathed horns I ride.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S145,image_145,H. W. Longfellow,AT LA CHAUDEAU,Love & Separation,Romantic,"At La Chaudeau nor heart nor brain
Ever grows old with grief and pain;
A sweet remembrance keeps off age;
A tender friendship doth still assuage
The burden of sorrow that one may know
At La Chaudeau.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S146,image_146,H. W. Longfellow,BY THE SEASIDE,Love & Separation,Romantic,"And everywhere
The slender, graceful spars
Poise aloft in the air,
And at the mast-head,
White, blue, and red,
A flag unrolls the stripes and stars.
Ah! when the wanderer, lonely, friendless,
In foreign harbors shall behold
That flag unrolled,
'T will be as a friendly hand
Stretched out from his native land,
Filling his heart with memories sweet and endless!",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S147,image_147,H. W. Longfellow,FIRST INTERLUDE,Love & Devotion,Romantic,"Open and manifest to me
The truth appears, and must be told;
All sacred mysteries are threefold;
Three Persons in the Trinity,
Three ages of Humanity,
And holy Scriptures likewise three,
Of Fear, of Wisdom, and of Love;
For Wisdom that begins in Fear
Endeth in Love; the atmosphere
In which the soul delights to be
And finds that perfect liberty
Which cometh only from above.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S148,image_148,H. W. Longfellow,FROM THE FRENCH,Love & Separation,Romantic,"Hark! hark!
Pretty lark!
Little heedest thou my pain!
But if to these longing arms
Pitying Love would yield the charms
Of the fair
With smiling air,
Blithe would beat my heart again.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S149,image_149,H. W. Longfellow,III,Beauty & Nature,Romantic,"THE BRIDEGROOM.
Sweetly the minstrels sing the Song of Songs!
My heart runs forward with it, and I say:
Oh set me as a seal upon thine heart,
And set me as a seal upon thine arm;
For love is strong as life, and strong as death,
And cruel as the grave is jealousy!",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S150,image_150,H. W. Longfellow,RONDEL,Love & Devotion,Romantic,"Shall I be mute, or vows with prayers combine?
Ye who are blessed in loving, tell it me:
Love, love, what wilt thou with this heart of mine?
Naught see I permanent or sure in thee!",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S151,image_151,H. W. Longfellow,SCENE V. -- The Gypsy camp in the forest.  Night.  Gypsies,Love & Devotion,Romantic,"Vict.  I have heard all.  And yet speak on, speak on!
Let me but hear thy voice, and I am happy;
For every tone, like some sweet incantation,
Calls up the buried past to plead for me.
Speak, my beloved, speak into my heart,
Whatever fills and agitates thine own.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S152,image_152,H. W. Longfellow,SCENE V. -- The Gypsy camp in the forest.  Night.  Gypsies,Love & Separation,Romantic,"Hyp.                      So farewell,
The student's wandering life!  Sweet serenades,
Sung under ladies' windows in the night,
And all that makes vacation beautiful!
To you, ye cloistered shades of Alcala,
To you, ye radiant visions of romance,
Written in books, but here surpassed by truth,
The Bachelor Hypolito returns,
And leaves the Gypsy with the Spanish Student.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S153,image_153,H. W. Longfellow,SILENT LOVE,Love & Devotion,Romantic,"Who love would seek,
Let him love evermore
And seldom speak;
For in love's domain
Silence must reign;
Or it brings the heart
Smart
And pain.",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S154,image_154,H. W. Longfellow,THE BRIDGE,Love & Devotion,Romantic,"And forever and forever,
As long as the river flows,
As long as the heart has passions,
As long as life has woes;",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S155,image_155,H. W. Longfellow,THE NEIGHBORING NUNNERY,Love & Separation,Romantic,"IRMINGARD.
The night is silent, the wind is still,
The moon is looking from yonder hill
Down upon convent, and grove, and garden;
The clouds have passed away from her face,
Leaving behind them no sorrowful trace,
Only the tender and quiet grace
Of one whose heart has been healed with pardon!",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S156,image_156,H. W. Longfellow,THE NEIGHBORING NUNNERY,Dream & Night,Romantic,"It was a dream, and would not stay;
A dream, that in a single night
Faded and vanished out of sight.
My father's anger followed fast
This passion, as a freshening blast
Seeks out and fans the fire, whose rage
It may increase, but not assuage.
And he exclaimed: ""No wandering bard
Shall win thy hand, O Irmingard!
For which Prince Henry of Hoheneck
By messenger and letter sues.""",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S157,image_157,H. W. Longfellow,THE OLD CLOCK ON THE STAIRS,Dream & Night,Romantic,"There groups of merry children played,
There youths and maidens dreaming strayed;
O precious hours! O golden prime,
And affluence of love and time!
Even as a Miser counts his gold,
Those hours the ancient timepiece told,--
""Forever--never!
Never--forever!""",https://www.gutenberg.org/ebooks/1365,Public domain / CC0 dataset
S158,image_158,John Keats,,Love & Separation,Romantic,"At length burst in the argent revelry,
With plume, tiara, and all rich array,
Numerous as shadows haunting fairily
The brain, new stuff'd, in youth, with triumphs gay        40
Of old romance. These let us wish away,
And turn, sole-thoughted, to one Lady there,
Whose heart had brooded, all that wintry day,
On love, and wing'd St. Agnes' saintly care,
As she had heard old dames full many times declare.",https://www.gutenberg.org/ebooks/23684,Public domain / CC0 dataset
S159,image_159,John Keats,,Love & Separation,Romantic,"Sudden a thought came like a full-blown rose,
Flushing his brow, and in his pained heart
Made purple riot: then doth he propose
A stratagem, that makes the beldame start:
""A cruel man and impious thou art:                        140
Sweet lady, let her pray, and sleep, and dream
Alone with her good angels, far apart
From wicked men like thee. Go, go!--I deem
Thou canst not surely be the same that thou didst seem.""",https://www.gutenberg.org/ebooks/23684,Public domain / CC0 dataset
S160,image_160,John Keats,,Dream & Night,Romantic,"Out went the taper as she hurried in;
Its little smoke, in pallid moonshine, died:              200
She clos'd the door, she panted, all akin
To spirits of the air, and visions wide:
No uttered syllable, or, woe betide!
But to her heart, her heart was voluble,
Paining with eloquence her balmy side;
As though a tongueless nightingale should swell
Her throat in vain, and die, heart-stifled, in her dell.",https://www.gutenberg.org/ebooks/23684,Public domain / CC0 dataset
S161,image_161,Robert Browning,A PRETTY WOMAN,Love & Separation,Romantic,"Or else kiss away one's soul on her?
Your love-fancies!
--A sick man sees
Truer, when his hot eyes roll on her!                                        60",https://www.gutenberg.org/ebooks/16376,Public domain / CC0 dataset
S162,image_162,Robert Browning,A WOMAN'S LAST WORD,Love & Devotion,Romantic,"--Must a little weep, Love,
(Foolish me!)
And so fall asleep, Love,
Loved by thee.                                                             40",https://www.gutenberg.org/ebooks/16376,Public domain / CC0 dataset
S163,image_163,Samuel Taylor Coleridge,26,Love & Devotion,Romantic,"You mould my Hopes you fashion me within:
And to the leading love-throb in the heart,
Through all my being, through my pulses beat;
You lie in all my many thoughts like Light,
Like the fair light of Dawn, or summer Eve,
On rippling stream, or cloud-reflecting lake;
And looking to the Heaven that bends above you,
How oft! I bless the lot that made me love you.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S164,image_164,Samuel Taylor Coleridge,52,Love & Separation,Romantic,"I stand alone, nor tho' my heart should break,
Have I, to whom I may complain or speak.
Here I stand, a hopeless man and sad,
Who hoped to have seen my Love, my Life.
And strange it were indeed, could I be glad
Remembering her, my soul's betrothéd wife.
For in this world no creature that has life
Was e'er to me so gracious and so good.
Her loss is to my Heart, like the Heart's blood.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S165,image_165,Samuel Taylor Coleridge,DESIRE[485:1],Love & Devotion,Romantic,"Where true Love burns Desire is Love's pure flame;
It is the reflex of our earthly frame,
That takes its meaning from the nobler part,
And but translates the language of the heart.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S166,image_166,Samuel Taylor Coleridge,"It was some Spirit, SHERIDAN! that breath'd",Dream & Night,Romantic,"And sweet thy voice, as when o'er LAURA'S bier                       5
Sad Music trembled thro' Vauclusa's glade;
Sweet, as at dawn the love-lorn Serenade
That wafts soft dreams to SLUMBER'S listening ear.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S167,image_167,Samuel Taylor Coleridge,Lady. If Love be dead--,Love & Devotion,Romantic,"_Poet._ And I aver it!
_Lady._ Tell me, Bard! where Love lies buried?
_Poet._ Love lies buried where 'twas born:
Oh, gentle dame! think it no scorn                                   5
If, in my fancy, I presume
To call thy bosom poor Love's Tomb.
And on that tomb to read the line:--
'Here lies a Love that once seem'd mine,
But caught a chill, as I divine,                                    10
And died at length of a Decline.'",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S168,image_168,Samuel Taylor Coleridge,"One kiss, dear Maid! I said and sigh'd--",Beauty & Nature,Romantic,"Too well those lovely lips disclose
The triumphs of the opening Rose;
O fair! O graceful! bid them prove
As passive to the breath of Love.                                   20
In tender accents, faint and low,
Well-pleas'd I hear the whisper'd 'No!'
The whispered 'No'--how little meant!
Sweet Falsehood that endears Consent!
For on those lovely lips the while                                  25
Dawns the soft relenting smile,
And tempts with feign'd dissuasion coy
The gentle violence of Joy.",https://www.gutenberg.org/ebooks/29090,Public domain / CC0 dataset
S169,image_169,Sara Teasdale,,Love & Devotion,Romantic,"My first love gave me singing,
My second eyes to see,
But oh, it was my third love
Who gave my soul to me.",https://www.gutenberg.org/ebooks/442,Public domain / CC0 dataset
S170,image_170,Sara Teasdale,Brown-thrush singing all day long,Love & Separation,Romantic,"When he harkens what you say,
Bid him, lest he miss me,
Leave his work or leave his play,
And kiss me, kiss me, kiss me!",https://www.gutenberg.org/ebooks/442,Public domain / CC0 dataset
S171,image_171,Sara Teasdale,Until I lose my soul and lie,Love & Separation,Romantic,"Until my heart is quenched at length
And I have left the land of men,
Oh, let me love with all my strength
Careless if I am loved again.",https://www.gutenberg.org/ebooks/442,Public domain / CC0 dataset
S172,image_172,Thomas Hardy,,Love & Devotion,Romantic,"With eye and cry of love illimited
Upon her Heart-king.  Never upon me
Had she thrown look of love so thorough-sped! . . .",https://www.gutenberg.org/ebooks/3167,Public domain / CC0 dataset
S173,image_173,Thomas Hardy,,Love & Separation,Romantic,"WHEN, soul in soul reflected,
We breathed an æthered air,
When we neglected
All things elsewhere,
And left the friendly friendless
To keep our love aglow,
We deemed it endless . . .
—We did not know!",https://www.gutenberg.org/ebooks/3167,Public domain / CC0 dataset
S174,image_174,Thomas Hardy,,Dream & Night,Romantic,"And in the night as I lay weak,
As I lay weak,
The leaves a-falling on my cheek,
The red moon low declined—
The ghost of him I’d die to kiss
Rose up and said: “Ah, tell me this!
Was the child mine, or was it his?
Speak, that I rest may find!”",https://www.gutenberg.org/ebooks/2997,Public domain / CC0 dataset
S175,image_175,Thomas Hardy,,Love & Devotion,Romantic,"Rhyme, Ballad-rhymer, start a country song;
Make me forget that she whom I loved well
Swore she would love me dearly, love me long,
Then—what I cannot tell!",https://www.gutenberg.org/ebooks/2997,Public domain / CC0 dataset
S176,image_176,Thomas Hardy,(For other forms of this legend—first met with in the second century—see,Dream & Night,Romantic,"“Well, I was young, and hot, and readily stirred
To quick desire.  ’Twas tedious timing out
The convalescence of the soldiery;
And I beguiled the long and empty days
By blissful yieldance to her sweet allure,
Who had no arts, but what out-arted all,
The tremulous tender charm of trustfulness.
We met, and met, and under the winking stars
That passed which peoples earth—true union, yea,
To the pure eye of her simplicity.",https://www.gutenberg.org/ebooks/2997,Public domain / CC0 dataset
S177,image_177,Thomas Hardy,AS I lay awake at night-time,Love & Devotion,Romantic,"“Yes: that movement was a warning
Of the worth of man’s devotion!—Yes, Sir, I am _old_,” said she,
“And the thing which should increase love turns it quickly into
scorning—
And your new-won heart from me!”",https://www.gutenberg.org/ebooks/2997,Public domain / CC0 dataset
S178,image_178,Thomas Hardy,I LONGED to love a full-boughed beech,Love & Devotion,Romantic,"In new affection next I strove
To coll an ash I saw,
And he in trust received my love;
Till with my soft green claw
I cramped and bound him as I wove . . .
Such was my love: ha-ha!",https://www.gutenberg.org/ebooks/3167,Public domain / CC0 dataset
